,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
131,Sia,Together,Together,5id3Rqn7SPj1LX4FfY4nGz,0.521,0.877,7,-5.444,1,0.0683,0.0806,0.0929,0.19899999999999998,180.007,205208,4,3
132,Surf Mesa,ily (i love you baby) (Topic Remix) [feat. Emilee],ily (i love you baby) (Topic Remix) [feat. Emilee],4TpXLhpLYQPMHM1A8W9J84,0.797,0.7909999999999999,11,-4.198,1,0.0432,0.007509999999999999,0.0678,0.589,126.00399999999999,156960,4,6
133,Daði Freyr,Think About Things,Think About Things,2iRniYXjMHKmwXqA2jYXP7,0.871,0.341,3,-8.932,0,0.0576,0.000124,0.0838,0.612,127.001,173386,4,7
134,Lady Gaga,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,9,-3.764,1,0.0397,0.0,0.32299999999999995,0.6459999999999999,123.056,182200,4,6
135,R3HAB,Be Okay (with HRVY),Be Okay (with HRVY),4ztw0mBC6VBiLV79yRHDQW,0.73,0.5579999999999999,8,-6.535,1,0.0786,0.0,0.128,0.618,100.066,141600,4,6
136,Various Artists,SCOOB! The Album,On Me (feat. Ava Max),7k6tAZp4m93oswrPqSfBbc,0.5479999999999999,0.721,8,-4.466,1,0.0472,0.0,0.21600000000000003,0.594,177.918,164683,4,3
137,Declan J Donovan,Tangerine Skies,Tangerine Skies,2VvHa9p1kkTmaCMq0exODA,0.7559999999999999,0.815,6,-5.122000000000001,1,0.046,2e-05,0.387,0.927,120.00200000000001,192000,4,6
138,Lennon Stella,Summer Feelings (feat. Charlie Puth),Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,49dFIRQCQxPWgoH0m38XQ5,0.696,0.6859999999999999,5,-6.1129999999999995,0,0.0309,0.0,0.174,0.7,115.98200000000001,160289,4,7
139,Dagny,Somebody,Somebody,6pU7kdmhRvhc8twYRl14bD,0.721,0.763,5,-4.748,1,0.0382,0.00023799999999999998,0.0945,0.436,117.98100000000001,194373,4,6
140,Social House,Magic In The Hamptons (feat. Lil Yachty),Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,0.769,0.479,1,-5.3389999999999995,1,0.0385,0.0,0.0914,0.8029999999999999,96.051,164640,4,6
141,JP Cooper,Little Bit Of Love,Little Bit Of Love,0VrgIjDkmDwlgZk54Try2u,0.659,0.8009999999999999,7,-4.234,1,0.0435,0.0,0.341,0.33399999999999996,105.991,195452,4,6
142,NOTD,I Don't Know Why,I Don't Know Why,0ZXdzaT1k688dkpNeEgQiV,0.499,0.898,8,-4.181,0,0.124,7.2000000000000005e-06,0.0832,0.618,120.04,207668,4,7
143,John De Sohn,Lovers For The Weekend,Lovers For The Weekend,7FvfODgUxsxQNDaYDEboIL,0.5710000000000001,0.775,3,-8.607999999999999,1,0.0477,8.99e-06,0.156,0.384,105.95100000000001,170947,4,6
144,Cheat Codes,On My Life,On My Life,6nnntyJFxLzaCmNnhHe3C1,0.6990000000000001,0.645,9,-5.307,1,0.078,0.0,0.355,0.6759999999999999,104.939,179340,4,6
145,Dan Talevski,Touch the Sky,Touch the Sky,3AQXqVgpSgXBkbzyThMlgq,0.633,0.6579999999999999,2,-5.824,0,0.0359,0.0,0.0944,0.369,110.06299999999999,210040,4,7
146,Jason Mraz,Look For The Good,Look For The Good - Single Version,4XI5GjQ6zcJXsDnuyOGGEa,0.71,0.615,0,-8.23,1,0.133,0.0,0.28300000000000003,0.746,90.26299999999999,239698,4,6
147,Kygo,Freedom,Freedom,5Gj1wG8b12VQdEd3hUuSwo,0.715,0.635,7,-6.591,1,0.0791,0.0,0.0862,0.39,112.887,198635,4,6
148,Cash Cash,I Found You,I Found You,3wYOGJYD31sLRmBgCvWxa4,0.6459999999999999,0.7609999999999999,1,-2.557,1,0.0385,0.0,0.222,0.47200000000000003,129.916,167308,4,6
149,Gryffin,Hold You Tonight (with Chris Lane),Hold You Tonight (with Chris Lane),58jecLK0epwMLr9cy5vFUy,0.467,0.795,11,-3.6,1,0.0687,0.0,0.264,0.47200000000000003,163.83700000000002,219354,4,3
150,Malia Civetz,Broke Boy,Broke Boy,3838GU9hh6VrvDi1f8jaU9,0.7959999999999999,0.6940000000000001,8,-3.9789999999999996,1,0.23399999999999999,0.0,0.0703,0.847,98.005,172569,4,6
151,Jubël,Strawtown,Someone,68zNuCEl9UHTbcBltW2uDv,0.7,0.904,2,-4.03,1,0.0431,8.03e-06,0.105,0.34700000000000003,103.039,181102,4,6
152,Kygo,I'll Wait,I'll Wait,6Q3K9gVUZRMZqZKrXovbM2,0.611,0.6509999999999999,1,-6.973,1,0.0587,1.84e-05,0.105,0.35700000000000004,122.98299999999999,215361,4,6
153,Andy Grammer,Best Of You (feat. Elle King),Best Of You (feat. Elle King),4bsqIuMHtvLCzpYAyV3044,0.653,0.623,9,-5.989,1,0.0938,0.0,0.0869,0.48,175.88400000000001,185393,4,3
154,Sam Feldt,Hold Me Close (feat. Ella Henderson),Hold Me Close (feat. Ella Henderson),24aN8j7dBw0FxxKUBlCtd6,0.654,0.795,0,-4.419,1,0.0536,0.0,0.19,0.465,120.01899999999999,185750,4,6
155,Smith & Thell,Goliath,Goliath,0z4kyKuFGmUV7WQ7gB1sAp,0.528,0.833,9,-6.19,1,0.0514,1.23e-06,0.068,0.46,127.99799999999999,204759,4,3
156,Tove Lo,Studio It’s Hits,I'm Coming,4C6EPWGYM3K3IIv4xzPL2X,0.65,0.625,0,-10.122,0,0.0359,0.000492,0.11900000000000001,0.29600000000000004,118.96600000000001,196558,4,7
157,AJ Mitchell,Slow Dance (feat. Ava Max) [Sam Feldt Remix],Slow Dance (feat. Ava Max) - Sam Feldt Remix,2wenGTypSYHXl1sN1pNC7X,0.732,0.85,1,-5.999,1,0.0444,2.02e-06,0.0388,0.37200000000000005,124.024,193548,4,6
158,Starley,Arms Around Me,Arms Around Me,1QkaME1J8C8Pau6DHwkrIO,0.7020000000000001,0.684,10,-5.669,1,0.035,0.0,0.0646,0.625,114.068,181364,4,6
159,Ava Max,Kings & Queens,Kings & Queens,76nqCfJOcFFWBJN32PAksn,0.638,0.688,1,-4.056,0,0.0407,0.0,0.126,0.434,129.856,162399,4,7
160,BEN & TAN,YES,YES,1nAvS4GbkxR7iISU5ZfLPf,0.563,0.583,7,-7.3020000000000005,1,0.031,0.0,0.102,0.525,91.899,180489,4,6
161,Demi Lovato,I Love Me,I Love Me,2IHLaN6wwYKQ3S24NsQqpA,0.664,0.561,6,-7.031000000000001,1,0.0495,0.0,0.0764,0.713,150.093,203672,4,6
162,Martin Garrix,Drown (feat. Clinton Kane),Drown (feat. Clinton Kane),4RVtBlHFKj51Ipvpfv5ER4,0.573,0.7390000000000001,9,-5.455,1,0.0581,0.0,0.175,0.363,120.07700000000001,174062,4,6
163,Miss Li,Complicated,Complicated,1unYcdhNL2NwFl2kBSiaZ9,0.878,0.48,0,-7.0889999999999995,0,0.0544,0.0,0.102,0.83,116.042,160411,4,7
164,SZA,The Other Side (from Trolls World Tour),The Other Side (from Trolls World Tour),463PQggkmk5tTw8ug0ahOX,0.76,0.607,7,-6.274,1,0.0964,0.0,0.132,0.7090000000000001,105.979,188187,4,6
165,Surfaces,Where the Light Is,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832000000000001,1,0.0578,0.0,0.0714,0.6940000000000001,112.022,158571,4,6
166,Tom Gregory,Fingertips,Fingertips,0jh5NRR4gX9tsFMLFDhEmX,0.718,0.693,1,-5.375,0,0.0252,0.0,0.132,0.691,88.02600000000001,165430,4,7
167,Galantis,Church,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],1mMvahhW2Oz9waG8UTQnI4,0.58,0.804,9,-4.618,1,0.0279,0.00359,0.105,0.13699999999999998,126.005,215388,4,3
168,Jubël,Blue Jeans,Blue Jeans,6KgZeNR9fab84NbLXa81cY,0.745,0.555,5,-6.806,0,0.052000000000000005,2.08e-05,0.262,0.6729999999999999,118.97,170357,4,7
169,Tom Grennan,This is the Place,This is the Place,2HXWTuHE8NZgK7ZmCVBTHX,0.6459999999999999,0.617,0,-4.937,1,0.0349,0.0,0.0939,0.45899999999999996,142.357,185613,4,6
170,Jonas Brothers,What A Man Gotta Do,What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,0.852,0.698,9,-7.206,1,0.0629,1.03e-06,0.0773,0.324,113.039,180645,4,6
171,Sam Feldt,2 Hearts (feat. Gia Koka),2 Hearts (feat. Gia Koka),0EdgK7ASb4kfRkW8pVMN02,0.503,0.754,7,-3.634,1,0.0424,5.85e-05,0.297,0.597,116.524,186750,4,6
172,Julie Bergan,Kiss Somebody,Kiss Somebody,17XU1PTSv4OfcBUE8rNYWm,0.685,0.75,11,-4.8180000000000005,1,0.0837,0.0,0.272,0.688,105.054,138283,4,6
173,Hot Shade,Dive,Dive,0Npijoc6ZcUe1devUugKvI,0.654,0.787,4,-4.999,1,0.0502,0.0,0.14400000000000002,0.409,123.978,164490,4,6
174,OMI,I Want You,I Want You,4VIkMMHQaUF8UC7yXaBONY,0.7070000000000001,0.865,2,-1.749,1,0.0649,0.0,0.163,0.381,104.01899999999999,187274,4,6
175,James Blunt,Once Upon a Mind,The Truth,43aNLlvCErobCJHCBOz7c1,0.6729999999999999,0.688,1,-6.434,1,0.0527,1.4400000000000001e-05,0.133,0.848,121.96700000000001,222076,4,6
176,WizTheMc,For a Minute,For a Minute,4W1hy390P7IYBFbdvwzZBw,0.711,0.778,2,-6.346,1,0.0897,1.77e-06,0.10300000000000001,0.8270000000000001,160.018,108984,4,6
177,Curtis Waters,Stunnin',Stunnin',2LUdpPCiiza6UQugipjMeS,0.9059999999999999,0.604,11,-8.332,0,0.0746,0.0,0.255,0.899,99.99600000000001,144013,4,7
178,Absofacto,Someone Else’s Dream,Someone Else’s Dream,0N7uBJVtUegyKXKegKgjHX,0.5479999999999999,0.76,1,-2.967,0,0.0317,8.83e-05,0.315,0.58,94.068,200300,4,7
179,JAWNY,Honeypie,Honeypie,6JqYhSdTE4WbQrMXxPH5cD,0.742,0.6779999999999999,5,-4.605,0,0.192,0.0,0.151,0.927,115.05,135521,4,7
180,MisterWives,SUPERBLOOM,SUPERBLOOM,25ran9X0iBOYnxFdP6c28n,0.5579999999999999,0.889,8,-3.945,1,0.102,0.00038700000000000003,0.32799999999999996,0.716,170.102,213547,4,3
181,Fiji Blue,Butterflies,Butterflies,3qOcLXQaamgc5R7pDQKQQp,0.7290000000000001,0.525,8,-7.2410000000000005,1,0.0995,4.36e-05,0.309,0.782,110.012,176481,4,6
182,WILLOW,ARDIPITHECUS,Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,0.764,0.705,3,-5.279,0,0.0278,1.9399999999999997e-05,0.0943,0.672,101.00299999999999,196520,4,7
183,Cannons,Shadows,Fire for You,4o0LyB69tylqDG6eTGhmig,0.737,0.6779999999999999,6,-7.011,0,0.0962,0.157,0.12300000000000001,0.698,102.051,231826,4,7
184,Joji,Nectar,Your Man,5sbZj8hcae2ebXVBonKQ6g,0.785,0.818,7,-8.711,1,0.099,0.149,0.149,0.0503,117.98,163759,4,6
185,Matt Maeson,Hallucinogenics (Japanese Wallpaper & Winona Oak Remix),Hallucinogenics - Japanese Wallpaper & Winona Oak Remix,1AEpQvwq5ChyCIKF7kZK5F,0.733,0.7140000000000001,0,-8.847999999999999,1,0.0825,0.0043,0.0793,0.35600000000000004,122.024,220070,4,6
186,Louis The Child,Little Things (with Quinn XCII & Chelsea Cutler),Little Things (with Quinn XCII & Chelsea Cutler),1OeEpViPwVi1FfdNkOoIci,0.622,0.636,6,-4.38,1,0.122,0.0,0.0782,0.528,82.962,197448,4,6
187,Anderson .Paak,JEWELZ,JEWELZ,2IFFKj9orAsQOOS0JRhHAW,0.884,0.653,11,-7.653,0,0.0586,0.00135,0.812,0.7659999999999999,108.54799999999999,174213,4,5
188,Kota the Friend,EVERYTHING,Long Beach,6tqIes4TjudsjfIpK4P2Jh,0.809,0.613,2,-8.402000000000001,1,0.175,0.0,0.107,0.562,104.991,252779,4,6
189,PawPaw Rod,HIT EM WHERE IT HURTS,HIT EM WHERE IT HURTS,63e35wfL6GMUp0boIvNBhw,0.78,0.721,6,-6.371,1,0.214,0.00235,0.078,0.8240000000000001,178.03599999999997,165499,4,6
190,Swaine Delgado,Boulevard,Boulevard,56HZzvkgu1dG5AsSQmfEsR,0.644,0.519,5,-8.645,1,0.0306,0.26,0.16,0.253,119.965,177739,4,2
191,Griff,"1,000,000 X Better","1,000,000 X Better",1wYHNvK8jXzA4TASd5bTMU,0.746,0.775,0,-7.871,1,0.122,0.0005480000000000001,0.0622,0.594,120.009,191739,4,6
192,Sofi Tukker,Purple Hat,Purple Hat,0bGH7ezs7WdDwpqnsvGf1z,0.777,0.7440000000000001,9,-7.42,1,0.204,0.0073,0.08800000000000001,0.654,94.01899999999999,178369,4,6
193,Cherub,Year of the Caprese,Doses & Mimosas,44CZRkOxv7UItaAUmh8PgN,0.775,0.655,5,-7.332999999999999,1,0.102,0.00016,0.035,0.34600000000000003,114.50299999999999,323253,4,6
194,Glass Animals,Dreamland,Tangerine,40rOlDoGejXXF4B0BYsjx8,0.845,0.583,9,-5.9479999999999995,0,0.0773,0.000536,0.1,0.8420000000000001,149.941,200584,4,7
195,Elderbrook,Back To My Bed,Back To My Bed,0NHBjddjKTkJQvEb5oTilt,0.7709999999999999,0.7290000000000001,4,-7.553999999999999,1,0.0372,0.004520000000000001,0.23600000000000002,0.6890000000000001,124.04700000000001,202107,4,6
196,The Knocks,Bodies,Bodies,5mueyPaJsGl0bGiZSu1z0e,0.584,0.599,11,-4.243,1,0.0342,0.0,0.0481,0.634,112.04799999999999,209293,4,6
197,Petit Biscuit,I Leave Again,I Leave Again (Japanese Wallpaper Remix),6j73UJ8jieAOi1qJzbOOSo,0.555,0.792,2,-5.715,1,0.0556,0.114,0.11699999999999999,0.565,124.04700000000001,207533,4,6
198,Wallows,Nothing Happens,Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,0.682,0.6829999999999999,8,-6.444,0,0.0287,2.3199999999999998e-05,0.273,0.64,120.023,178000,4,7
199,BENEE,FIRE ON MARZZ,Glitter,23TPP1eeElFfvYVznskwCY,0.8009999999999999,0.589,7,-5.157,1,0.0485,0.0,0.162,0.58,116.934,180147,4,6
200,Surfaces,Where the Light Is,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832000000000001,1,0.0578,0.0,0.0714,0.6940000000000001,112.022,158571,4,6
201,Alina Baraz,Floating (feat. Khalid) [filous Remix],Floating (feat. Khalid) [filous Remix],3Vtl4Xc9cKVs1UoenXtScn,0.757,0.614,4,-6.827999999999999,1,0.126,0.0,0.161,0.616,90.523,200865,4,6
202,Joji,Daylight,Daylight,6Ed1q0X8oSKSm4IIhiQbYg,0.528,0.7490000000000001,7,-7.571000000000001,1,0.0479,9.6e-05,0.0949,0.7290000000000001,163.94400000000002,163906,4,3
203,Remi Wolf,Monte Carlo,Monte Carlo,3CXCtE8qJIFtUJJZRKCcXC,0.797,0.625,8,-4.893,1,0.0518,0.0,0.222,0.883,145.00799999999998,143793,4,6
204,FLOYD WONDER,mas queso,mas queso,0fUujTuntLla5fesCqQ6d1,0.626,0.895,10,-4.359,0,0.0817,0.0679,0.198,0.6,104.999,138424,4,7
205,James Mantis,DOLORES,DOLORES,7DTpAigYPkkjZJlKkdEqjZ,0.6409999999999999,0.6859999999999999,1,-7.962000000000001,1,0.0335,0.0131,0.223,0.6559999999999999,105.95299999999999,250000,4,6
206,Kyle Dion,That Don't Mean A Thing / Stressed Out,That Don't Mean A Thing,3qnQkKI3BMZWfnd39RG6Pc,0.8640000000000001,0.532,9,-5.287999999999999,1,0.05,0.000139,0.0618,0.6629999999999999,115.006,181792,4,6
207,SG Lewis,Chemicals,Chemicals,4xnaRQjBsHrJY5hmxBlMel,0.616,0.8540000000000001,11,-4.749,0,0.368,0.0,0.322,0.8009999999999999,113.98200000000001,254871,4,1
208,Kid Francescoli,Play Me Again,Moon (And It Went Like),24upABZ8A0sAepfu91sEYr,0.662,0.657,7,-10.002,1,0.0345,0.856,0.102,0.0584,117.986,390639,4,4
209,DOUBLECAMP,Smoke and Mirrors,Smoke and Mirrors,6fKpX8Zm3BR8SaZ4p20TA6,0.745,0.6809999999999999,4,-5.733,1,0.0803,1.26e-06,0.314,0.91,149.96200000000002,191348,4,6
210,Clubhouse,Weekend,Weekend,0qPeakaeFndczx9OhJIFp6,0.9209999999999999,0.43799999999999994,6,-8.771,0,0.0442,0.00271,0.37,0.596,98.97200000000001,188380,4,7
211,Mel Blue,Yesterday,Yesterday,1l0cPiIm4i7AX7wukAP1GE,0.802,0.58,0,-6.412000000000001,1,0.155,0.0119,0.17600000000000002,0.179,114.988,218205,4,6
212,again&again,eighty-five,eighty-five,3QqdwK6b3QTRIWkT9oNYb1,0.71,0.618,11,-8.865,0,0.0598,3.929999999999999e-05,0.141,0.797,94.995,192316,4,7
213,Louis The Child,Here For Now,Big Love (with EARTHGANG),25Q6XHjKEyaXzCvKlwDpPP,0.669,0.748,8,-3.218,1,0.106,0.0,0.17,0.373,87.012,167480,4,6
214,BENEE,STELLA & STEVE,Supalonely,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,3.04e-05,0.12300000000000001,0.8170000000000001,128.977,223480,4,6
215,Kaptan,Whatever You Want,Whatever You Want,3qskzElWxkInIwK3zm8WW7,0.682,0.672,2,-8.329,1,0.0268,2.22e-06,0.11699999999999999,0.723,118.97,200000,4,6
216,Tame Impala,The Slow Rush,Borderline,5hM5arv9KDbCHS0k9uqwjr,0.621,0.873,5,-3.0669999999999997,0,0.0369,9.1e-06,0.0824,0.873,97.96,237800,4,7
217,Flume,Rushing Back,Rushing Back,2zoNNEAyPK2OGDfajardlY,0.574,0.612,0,-4.7410000000000005,1,0.0781,0.0,0.158,0.368,136.046,231663,3,0
218,Glass Animals,Tokyo Drifting,Tokyo Drifting (with Denzel Curry),3AHqaOkEFKZ6zEHdiplIv7,0.708,0.496,8,-8.175,0,0.0496,0.000109,0.102,0.41200000000000003,128.914,217693,4,7
219,PUBLIC,Make You Mine,Make You Mine,5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0,0.15,0.638,103.014,232907,4,6
220,Social House,Magic In The Hamptons (feat. Lil Yachty),Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,0.769,0.479,1,-5.3389999999999995,1,0.0385,0.0,0.0914,0.8029999999999999,96.051,164640,4,6
221,Tommy Newport,Marigold,Marigold,3tToxMlakmNRLtOahT1cYC,0.862,0.856,2,-4.862,1,0.147,6.8e-05,0.187,0.782,114.00200000000001,145395,4,6
222,Electric Guest,KIN,Dollar,0z4zZNViQ01puQOlAFGGUy,0.799,0.58,0,-8.152000000000001,0,0.0891,0.000183,0.154,0.601,95.039,208747,4,7
223,Verzache,Needs,Needs,0WKmVAD4VWk5EdTyCFILi4,0.813,0.601,11,-7.5520000000000005,0,0.11599999999999999,0.0002,0.426,0.855,118.98100000000001,177479,4,7
224,Surfaces,Good Day,Good Day,7iTwzSe2fg5xYwCgXXFkEe,0.9359999999999999,0.353,11,-12.17,1,0.0458,2.7300000000000003e-05,0.133,0.863,124.964,181000,4,6
225,Disclosure,Birthday,Birthday,2jCSd2lOtWQKtwb7FdfvPQ,0.6920000000000001,0.728,5,-8.686,0,0.0822,4.58e-06,0.125,0.6679999999999999,136.205,219520,4,7
226,Wallows,OK,OK,0APAKxMXB7jdDs4kw1l30y,0.72,0.625,7,-6.274,1,0.0362,0.0076,0.0999,0.818,102.006,193293,4,6
227,"Tyler, The Creator",IGOR,EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,0.5539999999999999,0.498,9,-8.866,1,0.0685,5.98e-06,0.795,0.413,79.635,190067,4,5
228,Dayglow,Fuzzybrain,Can I Call You Tonight?,5Ti99QiUdIwe0xG4gS22FL,0.6409999999999999,0.8420000000000001,9,-7.27,1,0.0292,0.91,0.419,0.5,129.98,278769,4,5
229,박혜진 Park Hye Jin,IF U WANT IT,ABC,1mazAW31oI50KA3YLB6UTZ,0.778,0.857,8,-7.037000000000001,0,0.0576,0.6609999999999999,0.11599999999999999,0.439,120.00299999999999,242000,4,7
230,Elohim,Group Therapy,Group Therapy,2YvozvgxDiTZDZzQGEdSTi,0.7040000000000001,0.815,5,-3.6,1,0.28300000000000003,7.85e-05,0.10300000000000001,0.907,183.877,144130,4,1
231,ELLIANA,Nirvana,Nirvana,11VPN6SfBRRmF2fESXlNep,0.479,0.402,4,-9.573,1,0.0311,4.11e-05,0.11599999999999999,0.153,134.035,266036,4,2
232,COIN,Youuu,Youuu,0xORFaXxl07BtES8IAJ7OD,0.528,0.619,2,-6.959,1,0.0282,0.0,0.29100000000000004,0.0845,102.95100000000001,235267,4,2
233,Jai Wolf,The Cure To Loneliness,Lose My Mind (feat. Mr Gabriel),0zEKfIm5b8EUcDM3qoPXKX,0.606,0.775,0,-6.037999999999999,0,0.04,0.498,0.305,0.508,140.013,258547,4,7
234,The Avalanches,Running Red Lights (feat. Rivers Cuomo & Pink Siifu),Running Red Lights (feat. Rivers Cuomo & Pink Siifu),0UdYkM8rQeOV9B8n65fsfN,0.672,0.684,2,-6.084,1,0.0235,0.0,0.39299999999999996,0.664,100.51,279613,4,5
235,Landon Conrath,Acetone,Acetone,4qeidmYMAh6ZC7plRhMSiy,0.61,0.7140000000000001,3,-8.517999999999999,1,0.0475,0.00128,0.126,0.45399999999999996,157.964,202040,4,3
236,Japanese Wallpaper,Imaginary Friends (St. Lucia Remix),Imaginary Friends - St. Lucia Remix,0q4DKLmKq242eGXUIbmKuP,0.5870000000000001,0.7,6,-6.893,0,0.21899999999999997,1.4300000000000002e-05,0.0625,0.451,186.02900000000002,266856,4,3
237,Shoffy,Lenses,Let Go Today,3FUWD1PXnb6wxRpxqEp1zc,0.84,0.193,8,-11.186,1,0.0696,0.0,0.17300000000000001,0.204,99.99,182400,4,2
238,Day Wave,Potions,Potions,3Bqw48ecyeeOHvuU1jYy6C,0.6459999999999999,0.705,7,-5.816,1,0.0294,4.77e-05,0.151,0.223,91.51299999999999,190061,4,6
239,SADBOii,Nothing,Nothing,1FuQy32K6DPowR1cBhVbS7,0.51,0.6659999999999999,7,-7.007999999999999,1,0.0861,0.0,0.0775,0.213,179.96,208500,4,3
240,Joji,Sanctuary,Sanctuary,3xaugmCyXrVkrDTXbFkMW3,0.552,0.65,1,-7.199,1,0.128,0.000275,0.37200000000000005,0.316,167.78799999999998,180019,4,3
241,A R I Z O N A,Nostalgic (filous Remix),Nostalgic - filous Remix,5AiwOMZLbmaTos05YwxoQz,0.769,0.6659999999999999,0,-4.859,1,0.193,0.0205,0.33299999999999996,0.285,103.777,151430,4,6
242,The Foxies,Deep Sea Diver,Deep Sea Diver,13u0k2UFMQ4zlLMhJdshGa,0.644,0.645,0,-6.459,1,0.0336,2.9600000000000005e-05,0.109,0.485,89.979,274994,4,6
243,Yoke Lore,Everybody Wants To Be Loved,Everybody Wants To Be Loved,1dS91GGSKkkpIwKnEM4n8j,0.6559999999999999,0.574,9,-7.66,0,0.0808,0.527,0.713,0.251,119.49799999999999,213138,4,5
244,Moby Rich,Loser,Loser,0HIQTdxeEgAim6XGO31tGl,0.547,0.6759999999999999,1,-5.169,1,0.15,0.0117,0.0662,0.7290000000000001,173.965,145147,4,3
245,flor,dancing around / slow motion,dancing around,4bE6D10MEtSdDt1lxXgTro,0.726,0.657,10,-7.066,0,0.0327,0.000248,0.0975,0.629,114.99600000000001,235707,4,7
246,Kyle Dion,Play Too Much,Play Too Much,11xILcyUmIjr2XpM6mpEvA,0.877,0.452,9,-5.773,0,0.0898,4.37e-06,0.139,0.89,110.021,197205,4,7
247,ILLENIUM,Crashing (feat. Bahari),Crashing (feat. Bahari),7egj375ez0KtF3bYCfAHdZ,0.5820000000000001,0.6809999999999999,5,-6.138,1,0.0458,0.0,0.18600000000000003,0.273,95.995,230000,4,2
248,Chloe Lilac,Summer,Summer,7tsHqxfepei1AdLjy93XIv,0.639,0.531,4,-5.531000000000001,1,0.0277,1.45e-06,0.111,0.318,112.926,178457,4,2
249,SHAED,Trampoline (with ZAYN),Trampoline (with ZAYN),1iQDltZqI7BXnHrFy4Qo1k,0.619,0.45899999999999996,7,-5.782,0,0.0334,0.0,0.13699999999999998,0.498,126.803,184280,4,7
250,Big Gigantic,Friends,Friends,67J01Vb3WHz7QuuBriVdJQ,0.667,0.8340000000000001,5,-4.205,0,0.13,1e-06,0.0515,0.674,95.015,238330,4,7
251,Arizona Zervas,ROXANNE,ROXANNE,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.6160000000000005,0,0.14800000000000002,0.0,0.46,0.457,116.735,163636,5,5
252,Mikey Mike,Mikey Mike’s Life on Earth: Vol. 1,Yasmin you will never hear this,78IGDfiO57RIAYSV3LfaGa,0.41600000000000004,0.628,0,-6.0520000000000005,1,0.17600000000000002,0.0,0.0774,0.40399999999999997,78.101,208092,1,0
253,Tycho,Pink & Blue (RAC Mix),Pink & Blue - RAC Mix,3dFj5uaJiP7I9Dz4OTN8wk,0.6709999999999999,0.721,5,-7.377999999999999,1,0.0384,0.376,0.19899999999999998,0.44799999999999995,118.04299999999999,217271,4,6
254,SG Lewis,Throwaway (with Clairo),Throwaway (with Clairo),3TTWpDAiJfyoJDd5v2F8C3,0.789,0.49,2,-6.587999999999999,1,0.0392,0.000598,0.11199999999999999,0.8690000000000001,140.034,180000,4,6
255,Still Woozy,Habit,Habit,1M321puDN1WBd5NF0ogOKW,0.7659999999999999,0.402,1,-11.155,1,0.107,0.0007,0.106,0.466,125.10700000000001,153857,4,6
256,ayokay,In the Shape of a Dream,Stay With Me (feat. Jeremy Zucker),65Bynqyt59f3fojjs1Uo41,0.6940000000000001,0.695,2,-6.612,1,0.0705,0.00015900000000000002,0.131,0.46799999999999997,100.035,189787,4,6
257,Wafia,I'm Good,I'm Good,2o6dL3brUkkiuFRdrLfdG7,0.738,0.696,1,-3.59,1,0.0305,9.09e-05,0.33799999999999997,0.892,101.98899999999999,217136,4,6
258,5 Seconds of Summer,13 Reasons Why (Season 3),Favorite Drug,18ZjYJcgFWiBhnvFzh5m3N,0.737,0.721,0,-5.457999999999999,1,0.0541,1.24e-05,0.0919,0.353,100.038,209000,4,6
259,Emilee,Feels Like a Dream,Feels Like a Dream,5NDrYaYzObrqyNsYmfTdxK,0.667,0.486,1,-10.377,0,0.0351,0.00321,0.0492,0.9279999999999999,199.729,170400,4,7
260,Foxes,Love Not Loving You,Love Not Loving You,1VSsfA5Z37dSNPqiK5dxmM,0.638,0.951,10,-2.985,1,0.109,0.000126,0.0629,0.48700000000000004,121.04899999999999,214225,4,6
261,James Hersey,Real For You,Real For You,5zkZff8E84umaBtOMO5ZQi,0.65,0.527,5,-7.465,0,0.532,0.0,0.0902,0.705,120.094,181975,5,1
262,AURORA,The River,The River,7Ea5tyMeUFOvtJbXsqqtdm,0.569,0.738,2,-5.739,1,0.0374,0.0117,0.0996,0.242,94.96700000000001,217853,4,2
263,Skylar Spence,Carousel / Cry Wolf,Carousel,7njzY44c9xIbh8igjEd9K8,0.731,0.745,1,-5.846,1,0.0293,0.0016699999999999998,0.0679,0.7340000000000001,115.01100000000001,251322,4,6
